A,B,C,D,AVERAGE
473.0,615.0,19.0,605.0,428.0
567.0,967.0,308.0,310.0,538.0
320.0,613.0,490.0,896.0,579.75
201.0,60.0,820.0,822.0,475.75
336.0,529.0,18.0,461.0,336.0
199.0,914.0,475.0,994.0,645.5
261.0,824.0,805.0,139.0,507.25
737.0,676.0,934.0,737.0,771.0
964.0,60.0,709.0,366.0,524.75
396.0,712.0,458.0,648.0,553.5
534.0,24.0,928.0,369.0,463.75
200.0,521.0,730.0,387.0,459.5
454.0,726.0,838.0,393.0,602.75
978.0,82.0,554.0,809.0,605.75
356.0,22.0,413.0,770.0,390.25
863.0,740.0,154.0,366.0,530.75
440.0,320.0,572.0,564.0,474.0
906.0,123.0,236.0,388.0,413.25
896.0,860.0,411.0,394.0,640.25
34.0,812.0,863.0,972.0,670.25
848.0,84.0,427.0,115.0,368.5
272.0,479.0,644.0,50.0,361.25
356.0,524.0,89.0,497.0,366.5
952.0,56.0,342.0,824.0,543.5
771.0,398.0,348.0,420.0,484.25
663.0,408.0,317.0,881.0,567.25
956.0,360.0,453.0,970.0,684.75
543.0,595.0,877.0,979.0,748.5
81.0,241.0,621.0,9.0,238.0
451.0,319.0,999.0,669.0,609.5
18.0,6.0,819.0,106.0,237.25
845.0,498.0,517.0,705.0,641.25
720.0,650.0,418.0,626.0,603.5
522.0,807.0,498.0,681.0,627.0
215.0,15.0,154.0,673.0,264.25
227.0,236.0,836.0,204.0,375.75
831.0,343.0,803.0,814.0,697.75
140.0,491.0,123.0,569.0,330.75
585.0,164.0,827.0,677.0,563.25
945.0,275.0,341.0,2.0,390.75
322.0,422.0,464.0,146.0,338.5
397.0,910.0,991.0,312.0,652.5
405.0,272.0,924.0,313.0,478.5
158.0,436.0,346.0,510.0,362.5
454.0,885.0,956.0,888.0,795.75
784.0,807.0,285.0,300.0,544.0
719.0,48.0,745.0,983.0,623.75
325.0,700.0,245.0,466.0,434.0
836.0,60.0,776.0,138.0,452.5
273.0,768.0,342.0,130.0,378.25
338.0,604.0,513.0,99.0,388.5
325.0,15.0,276.0,476.0,273.0
55.0,933.0,527.0,109.0,406.0
334.0,967.0,862.0,849.0,753.0
195.0,92.0,22.0,714.0,255.75
544.0,262.0,981.0,697.0,621.0
44.0,311.0,122.0,522.0,249.75
925.0,967.0,972.0,256.0,780.0
296.0,634.0,39.0,172.0,285.25
371.0,2.0,653.0,148.0,293.5
703.0,829.0,329.0,345.0,551.5
214.0,168.0,992.0,896.0,567.5
237.0,279.0,833.0,523.0,468.0
169.0,899.0,198.0,222.0,372.0
900.0,237.0,412.0,136.0,421.25
479.0,738.0,493.0,488.0,549.5
687.0,823.0,282.0,630.0,605.5
44.0,1.0,407.0,959.0,352.75
897.0,730.0,449.0,723.0,699.75
116.0,528.0,14.0,460.0,279.5
908.0,374.0,268.0,980.0,632.5
296.0,731.0,684.0,955.0,666.5
222.0,742.0,72.0,594.0,407.5
684.0,467.0,78.0,312.0,385.25
436.0,978.0,889.0,502.0,701.25
567.0,599.0,604.0,413.0,545.75
592.0,661.0,601.0,419.0,568.25
277.0,310.0,97.0,701.0,346.25
531.0,249.0,230.0,670.0,420.0
953.0,638.0,311.0,423.0,581.25
292.0,343.0,151.0,121.0,226.75
554.0,28.0,749.0,696.0,506.75
565.0,120.0,317.0,342.0,336.0
590.0,542.0,128.0,743.0,500.75
804.0,452.0,808.0,9.0,518.25
175.0,556.0,880.0,302.0,478.25
407.0,488.0,480.0,400.0,443.75
149.0,510.0,899.0,145.0,425.75
611.0,397.0,642.0,150.0,450.0
607.0,878.0,551.0,501.0,634.25
739.0,312.0,366.0,960.0,594.25
192.0,489.0,984.0,928.0,648.25
659.0,804.0,814.0,464.0,685.25
619.0,363.0,23.0,290.0,323.75
8.0,313.0,410.0,15.0,186.5
652.0,976.0,225.0,524.0,594.25
887.0,346.0,518.0,682.0,608.25
586.0,126.0,528.0,659.0,474.75
743.0,825.0,790.0,876.0,808.5
382.0,234.0,437.0,187.0,310.0
703.0,478.0,960.0,797.0,734.5
487.0,287.0,161.0,179.0,278.5
100.0,163.0,122.0,44.0,107.25
742.0,978.0,594.0,338.0,663.0
424.0,228.0,833.0,612.0,524.25
676.0,946.0,866.0,931.0,854.75
798.0,914.0,482.0,247.0,610.25
713.0,992.0,475.0,625.0,701.25
604.0,73.0,428.0,445.0,387.5
815.0,857.0,285.0,89.0,511.5
87.0,632.0,751.0,58.0,382.0
346.0,104.0,83.0,557.0,272.5
808.0,609.0,8.0,774.0,549.75
55.0,741.0,240.0,274.0,327.5
833.0,30.0,421.0,616.0,475.0
886.0,361.0,650.0,559.0,614.0
98.0,812.0,112.0,466.0,372.0
37.0,819.0,155.0,148.0,289.75
323.0,113.0,567.0,800.0,450.75
645.0,288.0,298.0,300.0,382.75
943.0,537.0,88.0,814.0,595.5
747.0,911.0,806.0,334.0,699.5
63.0,707.0,262.0,154.0,296.5
133.0,879.0,825.0,989.0,706.5
724.0,406.0,247.0,471.0,462.0
139.0,995.0,62.0,404.0,400.0
514.0,192.0,691.0,464.0,465.25
112.0,145.0,580.0,158.0,248.75
937.0,279.0,35.0,267.0,379.5
29.0,323.0,389.0,261.0,250.5
756.0,350.0,409.0,576.0,522.75
214.0,250.0,942.0,737.0,535.75
200.0,511.0,513.0,964.0,547.0
622.0,188.0,394.0,314.0,379.5
879.0,191.0,709.0,222.0,500.25
960.0,632.0,212.0,619.0,605.75
455.0,504.0,738.0,549.0,561.5
522.0,405.0,10.0,57.0,248.5
284.0,335.0,285.0,492.0,349.0
651.0,16.0,24.0,899.0,397.5
876.0,496.0,847.0,347.0,641.5
408.0,319.0,440.0,115.0,320.5
294.0,651.0,937.0,992.0,718.5
37.0,944.0,147.0,315.0,360.75
932.0,129.0,531.0,542.0,533.5
705.0,615.0,565.0,36.0,480.25
845.0,961.0,112.0,206.0,531.0
494.0,446.0,81.0,762.0,445.75
522.0,510.0,357.0,963.0,588.0
178.0,527.0,517.0,618.0,460.0
855.0,892.0,314.0,367.0,607.0
387.0,508.0,452.0,106.0,363.25
228.0,589.0,42.0,551.0,352.5
1.0,286.0,519.0,20.0,206.5
3.0,715.0,854.0,81.0,413.25
925.0,624.0,840.0,110.0,624.75
186.0,621.0,551.0,534.0,473.0
635.0,108.0,715.0,633.0,522.75
694.0,113.0,191.0,330.0,332.0
40.0,352.0,297.0,705.0,348.5
423.0,869.0,588.0,862.0,685.5
332.0,614.0,192.0,740.0,469.5
424.0,512.0,372.0,386.0,423.5
363.0,104.0,694.0,296.0,364.25
930.0,134.0,412.0,93.0,392.25
722.0,747.0,355.0,554.0,594.5
692.0,908.0,718.0,549.0,716.75
357.0,194.0,374.0,299.0,306.0
107.0,645.0,227.0,519.0,374.5
160.0,906.0,218.0,197.0,370.25
817.0,928.0,45.0,287.0,519.25
776.0,371.0,344.0,441.0,483.0
78.0,313.0,681.0,292.0,341.0
178.0,188.0,43.0,761.0,292.5
108.0,844.0,65.0,185.0,300.5
409.0,119.0,537.0,144.0,302.25
861.0,121.0,983.0,825.0,697.5
864.0,314.0,301.0,172.0,412.75
197.0,904.0,614.0,569.0,571.0
337.0,866.0,407.0,2.0,403.0
852.0,612.0,503.0,59.0,506.5
129.0,714.0,938.0,320.0,525.25
484.0,286.0,779.0,413.0,490.5
471.0,617.0,844.0,388.0,580.0
860.0,337.0,71.0,970.0,559.5
409.0,968.0,448.0,2.0,456.75
939.0,104.0,651.0,472.0,541.5
318.0,172.0,788.0,964.0,560.5
548.0,864.0,376.0,741.0,632.25
951.0,197.0,49.0,567.0,441.0
866.0,93.0,895.0,818.0,668.0
417.0,749.0,647.0,93.0,476.5
656.0,336.0,235.0,129.0,339.0
754.0,301.0,900.0,46.0,500.25
399.0,277.0,648.0,415.0,434.75
124.0,579.0,201.0,295.0,299.75
564.0,9.0,747.0,161.0,370.25
450.0,319.0,833.0,341.0,485.75
48.0,97.0,221.0,748.0,278.5
139.0,461.0,535.0,432.0,391.75
962.0,621.0,710.0,122.0,603.75
793.0,52.0,898.0,93.0,459.0
928.0,148.0,602.0,816.0,623.5
680.0,319.0,458.0,290.0,436.75
742.0,798.0,386.0,311.0,559.25
172.0,716.0,297.0,772.0,489.25
768.0,709.0,698.0,638.0,703.25
708.0,364.0,319.0,232.0,405.75
997.0,585.0,83.0,941.0,651.5
983.0,133.0,741.0,438.0,573.75
376.0,281.0,79.0,927.0,415.75
415.0,960.0,218.0,197.0,447.5
235.0,226.0,253.0,379.0,273.25
765.0,693.0,80.0,253.0,447.75
414.0,858.0,382.0,952.0,651.5
890.0,407.0,46.0,633.0,494.0
607.0,370.0,857.0,501.0,583.75
359.0,309.0,633.0,429.0,432.5
318.0,779.0,32.0,554.0,420.75
461.0,315.0,401.0,154.0,332.75
132.0,923.0,680.0,175.0,477.5
737.0,556.0,883.0,506.0,670.5
538.0,166.0,266.0,190.0,290.0
982.0,189.0,240.0,317.0,432.0
260.0,292.0,275.0,712.0,384.75
947.0,412.0,97.0,506.0,490.5
201.0,610.0,704.0,466.0,495.25
258.0,998.0,425.0,511.0,548.0
93.0,132.0,718.0,364.0,326.75
827.0,972.0,249.0,539.0,646.75
773.0,424.0,552.0,989.0,684.5
16.0,586.0,3.0,516.0,280.25
570.0,476.0,253.0,438.0,434.25
637.0,751.0,513.0,144.0,511.25
632.0,495.0,513.0,944.0,646.0
936.0,761.0,906.0,176.0,694.75
160.0,219.0,848.0,119.0,336.5
431.0,33.0,133.0,433.0,257.5
569.0,761.0,96.0,959.0,596.25
472.0,86.0,748.0,218.0,381.0
327.0,942.0,791.0,285.0,586.25
89.0,731.0,629.0,57.0,376.5
669.0,523.0,619.0,675.0,621.5
645.0,387.0,846.0,170.0,512.0
140.0,917.0,842.0,143.0,510.5
413.0,750.0,533.0,312.0,502.0
900.0,420.0,310.0,743.0,593.25
430.0,780.0,414.0,578.0,550.5
132.0,485.0,28.0,765.0,352.5
20.0,396.0,495.0,546.0,364.25
784.0,329.0,229.0,49.0,347.75
419.0,782.0,376.0,827.0,601.0
894.0,148.0,921.0,339.0,575.5
184.0,82.0,683.0,422.0,342.75
961.0,494.0,864.0,621.0,735.0
139.0,841.0,760.0,307.0,511.75
642.0,594.0,955.0,300.0,622.75
715.0,270.0,163.0,68.0,304.0
94.0,455.0,235.0,8.0,198.0
454.0,714.0,814.0,774.0,689.0
993.0,944.0,315.0,785.0,759.25
101.0,387.0,197.0,4.0,172.25
171.0,377.0,656.0,147.0,337.75
215.0,171.0,18.0,961.0,341.25
906.0,77.0,73.0,351.0,351.75
964.0,261.0,116.0,888.0,557.25
76.0,861.0,589.0,867.0,598.25
101.0,721.0,363.0,651.0,459.0
306.0,634.0,846.0,338.0,531.0
961.0,950.0,84.0,695.0,672.5
366.0,528.0,405.0,57.0,339.0
60.0,891.0,132.0,413.0,374.0
344.0,877.0,874.0,74.0,542.25
849.0,591.0,500.0,836.0,694.0
760.0,427.0,394.0,820.0,600.25
966.0,974.0,626.0,850.0,854.0
161.0,604.0,637.0,191.0,398.25
540.0,562.0,247.0,547.0,474.0
965.0,340.0,446.0,709.0,615.0
803.0,171.0,399.0,684.0,514.25
142.0,739.0,244.0,405.0,382.5
349.0,786.0,462.0,491.0,522.0
917.0,977.0,487.0,987.0,842.0
10.0,817.0,357.0,228.0,353.0
200.0,965.0,196.0,232.0,398.25
581.0,427.0,718.0,335.0,515.25
168.0,473.0,590.0,263.0,373.5
117.0,612.0,492.0,599.0,455.0
193.0,412.0,943.0,693.0,560.25
513.0,340.0,447.0,962.0,565.5
185.0,338.0,462.0,786.0,442.75
735.0,811.0,43.0,696.0,571.25
851.0,36.0,575.0,491.0,488.25
186.0,859.0,705.0,94.0,461.0
527.0,215.0,529.0,761.0,508.0
870.0,554.0,721.0,366.0,627.75
555.0,252.0,456.0,208.0,367.75
213.0,998.0,806.0,952.0,742.25
716.0,359.0,93.0,32.0,300.0
47.0,462.0,154.0,596.0,314.75
867.0,322.0,513.0,538.0,560.0
575.0,861.0,582.0,5.0,505.75
704.0,57.0,724.0,570.0,513.75
964.0,962.0,516.0,56.0,624.5
746.0,673.0,358.0,880.0,664.25
571.0,515.0,518.0,244.0,462.0
878.0,562.0,960.0,710.0,777.5
810.0,15.0,473.0,212.0,377.5
132.0,239.0,613.0,730.0,428.5
51.0,864.0,95.0,153.0,290.75
636.0,345.0,649.0,930.0,640.0
5.0,236.0,781.0,931.0,488.25
625.0,904.0,304.0,851.0,671.0
405.0,112.0,451.0,925.0,473.25
720.0,357.0,54.0,607.0,434.5
190.0,626.0,928.0,34.0,444.5
698.0,486.0,667.0,793.0,661.0
788.0,463.0,104.0,50.0,351.25
916.0,997.0,21.0,676.0,652.5
294.0,523.0,784.0,614.0,553.75
953.0,111.0,147.0,708.0,479.75
444.0,915.0,65.0,91.0,378.75
401.0,482.0,184.0,889.0,489.0
348.0,596.0,874.0,545.0,590.75
646.0,628.0,423.0,848.0,636.25
8.0,167.0,795.0,309.0,319.75
882.0,545.0,723.0,125.0,568.75
905.0,949.0,506.0,881.0,810.25
622.0,155.0,339.0,877.0,498.25
190.0,745.0,377.0,335.0,411.75
20.0,226.0,243.0,290.0,194.75
453.0,796.0,406.0,82.0,434.25
86.0,853.0,863.0,807.0,652.25
159.0,284.0,642.0,151.0,309.0
627.0,27.0,159.0,754.0,391.75
822.0,44.0,29.0,27.0,230.5
479.0,713.0,168.0,906.0,566.5
966.0,885.0,349.0,45.0,561.25
246.0,120.0,219.0,953.0,384.5
523.0,655.0,942.0,616.0,684.0
645.0,578.0,835.0,290.0,587.0
237.0,42.0,6.0,447.0,183.0
448.0,609.0,818.0,747.0,655.5
352.0,128.0,236.0,377.0,273.25
410.0,299.0,926.0,748.0,595.75
488.0,246.0,66.0,806.0,401.5
835.0,671.0,543.0,573.0,655.5
995.0,195.0,425.0,617.0,558.0
366.0,162.0,328.0,654.0,377.5
504.0,606.0,574.0,873.0,639.25
245.0,190.0,470.0,327.0,308.0
378.0,366.0,626.0,858.0,557.0
709.0,686.0,31.0,46.0,368.0
35.0,772.0,76.0,535.0,354.5
851.0,234.0,850.0,450.0,596.25
4.0,586.0,891.0,686.0,541.75
2.0,187.0,542.0,392.0,280.75
431.0,859.0,882.0,898.0,767.5
186.0,982.0,903.0,407.0,619.5
550.0,653.0,426.0,427.0,514.0
201.0,575.0,420.0,904.0,525.0
948.0,747.0,867.0,560.0,780.5
610.0,447.0,310.0,65.0,358.0
526.0,393.0,101.0,998.0,504.5
966.0,135.0,102.0,961.0,541.0
656.0,976.0,598.0,991.0,805.25
619.0,514.0,195.0,761.0,522.25
422.0,675.0,688.0,848.0,658.25
267.0,794.0,871.0,625.0,639.25
920.0,988.0,510.0,519.0,734.25
850.0,832.0,369.0,576.0,656.75
115.0,832.0,120.0,838.0,476.25
715.0,926.0,643.0,136.0,605.0
263.0,739.0,711.0,75.0,447.0
264.0,179.0,272.0,170.0,221.25
26.0,937.0,756.0,376.0,523.75
951.0,741.0,135.0,679.0,626.5
354.0,470.0,279.0,613.0,429.0
176.0,224.0,523.0,196.0,279.75
168.0,59.0,843.0,809.0,469.75
72.0,12.0,533.0,885.0,375.5
79.0,393.0,904.0,558.0,483.5
554.0,455.0,388.0,245.0,410.5
989.0,480.0,60.0,594.0,530.75
929.0,963.0,73.0,822.0,696.75
601.0,182.0,94.0,678.0,388.75
648.0,432.0,459.0,202.0,435.25
729.0,508.0,359.0,74.0,417.5
575.0,337.0,287.0,947.0,536.5
908.0,190.0,556.0,538.0,548.0
753.0,271.0,933.0,212.0,542.25
592.0,590.0,617.0,899.0,674.5
207.0,249.0,907.0,857.0,555.0
490.0,512.0,549.0,918.0,617.25
537.0,7.0,896.0,599.0,509.75
563.0,687.0,154.0,266.0,417.5
52.0,490.0,16.0,854.0,353.0
101.0,89.0,470.0,360.0,255.0
372.0,241.0,922.0,856.0,597.75
749.0,124.0,341.0,510.0,431.0
497.0,478.0,964.0,153.0,523.0
887.0,275.0,270.0,124.0,389.0
878.0,890.0,181.0,88.0,509.25
335.0,33.0,769.0,562.0,424.75
731.0,375.0,483.0,744.0,583.25
657.0,329.0,328.0,760.0,518.5
41.0,758.0,668.0,444.0,477.75
309.0,835.0,863.0,693.0,675.0
34.0,354.0,140.0,177.0,176.25
613.0,992.0,103.0,10.0,429.5
443.0,451.0,725.0,954.0,643.25
718.0,212.0,62.0,739.0,432.75
435.0,941.0,600.0,875.0,712.75
432.0,994.0,777.0,436.0,659.75
367.0,599.0,641.0,259.0,466.5
355.0,290.0,648.0,919.0,553.0
501.0,63.0,591.0,253.0,352.0
307.0,928.0,872.0,509.0,654.0
401.0,929.0,627.0,888.0,711.25
891.0,262.0,950.0,98.0,550.25
791.0,986.0,300.0,176.0,563.25
394.0,60.0,114.0,145.0,178.25
668.0,932.0,424.0,896.0,730.0
645.0,946.0,387.0,841.0,704.75
693.0,823.0,47.0,405.0,492.0
276.0,673.0,730.0,709.0,597.0
670.0,995.0,737.0,788.0,797.5
578.0,636.0,371.0,855.0,610.0
316.0,779.0,62.0,216.0,343.25
323.0,909.0,646.0,57.0,483.75
651.0,294.0,225.0,732.0,475.5
596.0,311.0,972.0,411.0,572.5
503.0,918.0,247.0,792.0,615.0
738.0,996.0,496.0,450.0,670.0
200.0,185.0,157.0,870.0,353.0
728.0,249.0,922.0,996.0,723.75
242.0,779.0,740.0,823.0,646.0
347.0,77.0,340.0,45.0,202.25
857.0,636.0,106.0,841.0,610.0
117.0,741.0,826.0,492.0,544.0
881.0,983.0,937.0,745.0,886.5
92.0,599.0,707.0,86.0,371.0
162.0,362.0,702.0,674.0,475.0
51.0,226.0,933.0,504.0,428.5
308.0,695.0,918.0,645.0,641.5
233.0,47.0,166.0,456.0,225.5
563.0,341.0,515.0,167.0,396.5
978.0,806.0,635.0,165.0,646.0
413.0,308.0,242.0,767.0,432.5
421.0,764.0,854.0,983.0,755.5
598.0,42.0,968.0,259.0,466.75
982.0,737.0,85.0,327.0,532.75
103.0,449.0,724.0,378.0,413.5
304.0,971.0,692.0,258.0,556.25
117.0,128.0,126.0,8.0,94.75
165.0,326.0,13.0,82.0,146.5
904.0,403.0,88.0,507.0,475.5
561.0,541.0,424.0,894.0,605.0
564.0,68.0,645.0,606.0,470.75
916.0,189.0,931.0,251.0,571.75
318.0,829.0,981.0,966.0,773.5
694.0,489.0,627.0,12.0,455.5
310.0,130.0,456.0,135.0,257.75
93.0,736.0,771.0,826.0,606.5
588.0,125.0,291.0,767.0,442.75
755.0,923.0,946.0,800.0,856.0
512.0,800.0,274.0,658.0,561.0
620.0,648.0,304.0,653.0,556.25
268.0,850.0,596.0,240.0,488.5
109.0,859.0,695.0,60.0,430.75
389.0,66.0,519.0,669.0,410.75
246.0,367.0,561.0,270.0,361.0
668.0,247.0,822.0,471.0,552.0
381.0,777.0,265.0,37.0,365.0
444.0,611.0,495.0,170.0,430.0
342.0,25.0,927.0,203.0,374.25
59.0,89.0,344.0,388.0,220.0
824.0,196.0,781.0,802.0,650.75
189.0,139.0,772.0,266.0,341.5
966.0,178.0,169.0,411.0,431.0
931.0,629.0,822.0,571.0,738.25
279.0,39.0,61.0,389.0,192.0
329.0,966.0,894.0,320.0,627.25
296.0,8.0,584.0,322.0,302.5
685.0,991.0,529.0,596.0,700.25
392.0,3.0,865.0,588.0,462.0
497.0,397.0,553.0,118.0,391.25
664.0,215.0,774.0,224.0,469.25
457.0,770.0,90.0,584.0,475.25
797.0,808.0,976.0,33.0,653.5
656.0,430.0,817.0,610.0,628.25
475.0,192.0,212.0,652.0,382.75
25.0,951.0,457.0,620.0,513.25
808.0,258.0,526.0,662.0,563.5
894.0,882.0,378.0,156.0,577.5
365.0,32.0,513.0,876.0,446.5
652.0,591.0,539.0,983.0,691.25
798.0,87.0,477.0,630.0,498.0
771.0,236.0,654.0,153.0,453.5
48.0,788.0,618.0,326.0,445.0
368.0,568.0,935.0,428.0,574.75
933.0,909.0,96.0,525.0,615.75
633.0,532.0,310.0,314.0,447.25
735.0,63.0,349.0,480.0,406.75
974.0,620.0,490.0,199.0,570.75
447.0,172.0,798.0,952.0,592.25
185.0,866.0,700.0,708.0,614.75
409.0,969.0,35.0,468.0,470.25
768.0,984.0,314.0,705.0,692.75
658.0,995.0,563.0,467.0,670.75
423.0,336.0,595.0,969.0,580.75
697.0,269.0,521.0,344.0,457.75
646.0,528.0,109.0,528.0,452.75
428.0,159.0,530.0,750.0,466.75
192.0,212.0,227.0,466.0,274.25
860.0,82.0,866.0,417.0,556.25
317.0,77.0,228.0,686.0,327.0
815.0,869.0,737.0,31.0,613.0
691.0,980.0,617.0,899.0,796.75
200.0,320.0,253.0,318.0,272.75
572.0,308.0,975.0,25.0,470.0
496.0,772.0,279.0,431.0,494.5
499.0,72.0,626.0,259.0,364.0
395.0,154.0,396.0,177.0,280.5
688.0,898.0,217.0,367.0,542.5
418.0,622.0,502.0,998.0,635.0
598.0,903.0,832.0,748.0,770.25
927.0,761.0,643.0,513.0,711.0
653.0,525.0,161.0,199.0,384.5
309.0,606.0,745.0,170.0,457.5
517.0,534.0,976.0,229.0,564.0
303.0,389.0,725.0,66.0,370.75
280.0,598.0,433.0,386.0,424.25
34.0,858.0,883.0,641.0,604.0
233.0,15.0,172.0,367.0,196.75
473.0,131.0,614.0,745.0,490.75
16.0,804.0,230.0,711.0,440.25
923.0,629.0,722.0,437.0,677.75
555.0,777.0,32.0,996.0,590.0
613.0,54.0,906.0,532.0,526.25
909.0,252.0,919.0,95.0,543.75
769.0,8.0,639.0,983.0,599.75
896.0,66.0,738.0,997.0,674.25
932.0,873.0,540.0,526.0,717.75
146.0,877.0,170.0,318.0,377.75
956.0,237.0,104.0,293.0,397.5
487.0,575.0,23.0,839.0,481.0
667.0,882.0,760.0,628.0,734.25
932.0,261.0,725.0,443.0,590.25
791.0,283.0,196.0,804.0,518.5
654.0,328.0,208.0,450.0,410.0
413.0,946.0,820.0,247.0,606.5
861.0,384.0,82.0,555.0,470.5
694.0,592.0,184.0,99.0,392.25
549.0,448.0,153.0,346.0,374.0
415.0,109.0,9.0,98.0,157.75
516.0,855.0,310.0,237.0,479.5
408.0,460.0,946.0,556.0,592.5
131.0,859.0,736.0,574.0,575.0
327.0,415.0,383.0,208.0,333.25
293.0,168.0,709.0,336.0,376.5
602.0,872.0,170.0,587.0,557.75
514.0,576.0,48.0,922.0,515.0
958.0,18.0,548.0,638.0,540.5
259.0,523.0,574.0,701.0,514.25
155.0,999.0,93.0,197.0,361.0
188.0,809.0,787.0,129.0,478.25
688.0,855.0,24.0,875.0,610.5
273.0,934.0,383.0,311.0,475.25
822.0,378.0,152.0,234.0,396.5
739.0,167.0,390.0,315.0,402.75
104.0,674.0,869.0,332.0,494.75
810.0,203.0,397.0,457.0,466.75
855.0,311.0,166.0,738.0,517.5
114.0,676.0,116.0,448.0,338.5
811.0,38.0,745.0,717.0,577.75
205.0,487.0,704.0,623.0,504.75
433.0,641.0,213.0,341.0,407.0
496.0,453.0,479.0,85.0,378.25
569.0,629.0,738.0,552.0,622.0
398.0,46.0,17.0,239.0,175.0
894.0,47.0,630.0,415.0,496.5
893.0,406.0,233.0,109.0,410.25
881.0,561.0,673.0,512.0,656.75
22.0,672.0,706.0,130.0,382.5
935.0,379.0,722.0,346.0,595.5
671.0,862.0,255.0,605.0,598.25
411.0,930.0,30.0,668.0,509.75
617.0,377.0,304.0,985.0,570.75
427.0,809.0,200.0,392.0,457.0
390.0,837.0,948.0,357.0,633.0
228.0,505.0,692.0,578.0,500.75
296.0,196.0,321.0,555.0,342.0
861.0,550.0,795.0,775.0,745.25
332.0,731.0,835.0,126.0,506.0
917.0,435.0,38.0,68.0,364.5
474.0,758.0,693.0,707.0,658.0
276.0,685.0,161.0,900.0,505.5
568.0,784.0,722.0,601.0,668.75
615.0,725.0,752.0,351.0,610.75
652.0,428.0,873.0,262.0,553.75
347.0,39.0,457.0,321.0,291.0
84.0,268.0,482.0,852.0,421.5
402.0,127.0,686.0,153.0,342.0
952.0,905.0,237.0,692.0,696.5
885.0,882.0,281.0,577.0,656.25
610.0,19.0,844.0,474.0,486.75
520.0,313.0,129.0,534.0,374.0
157.0,342.0,580.0,592.0,417.75
560.0,236.0,729.0,561.0,521.5
549.0,66.0,921.0,111.0,411.75
285.0,748.0,858.0,645.0,634.0
178.0,742.0,392.0,722.0,508.5
58.0,985.0,654.0,36.0,433.25
924.0,683.0,957.0,196.0,690.0
208.0,541.0,499.0,53.0,325.25
693.0,558.0,184.0,73.0,377.0
216.0,786.0,362.0,491.0,463.75
906.0,611.0,172.0,828.0,629.25
934.0,127.0,370.0,841.0,568.0
121.0,918.0,842.0,88.0,492.25
842.0,315.0,85.0,642.0,471.0
536.0,861.0,86.0,922.0,601.25
562.0,200.0,954.0,646.0,590.5
466.0,875.0,64.0,316.0,430.25
317.0,211.0,66.0,460.0,263.5
742.0,245.0,16.0,408.0,352.75
352.0,706.0,497.0,202.0,439.25
91.0,770.0,721.0,780.0,590.5
578.0,564.0,413.0,613.0,542.0
5.0,121.0,575.0,646.0,336.75
277.0,998.0,638.0,57.0,492.5
73.0,947.0,616.0,905.0,635.25
578.0,830.0,773.0,498.0,669.75
604.0,461.0,216.0,363.0,411.0
450.0,730.0,358.0,162.0,425.0
573.0,36.0,256.0,552.0,354.25
26.0,60.0,341.0,601.0,257.0
939.0,250.0,278.0,326.0,448.25
64.0,432.0,837.0,807.0,535.0
14.0,524.0,785.0,936.0,564.75
557.0,138.0,594.0,210.0,374.75
869.0,772.0,855.0,49.0,636.25
896.0,964.0,3.0,356.0,554.75
862.0,939.0,537.0,609.0,736.75
853.0,482.0,540.0,753.0,657.0
267.0,852.0,736.0,95.0,487.5
58.0,87.0,451.0,409.0,251.25
411.0,716.0,704.0,836.0,666.75
849.0,845.0,215.0,236.0,536.25
103.0,958.0,76.0,161.0,324.5
434.0,746.0,308.0,481.0,492.25
239.0,693.0,743.0,92.0,441.75
289.0,945.0,31.0,47.0,328.0
417.0,577.0,546.0,715.0,563.75
735.0,557.0,596.0,164.0,513.0
744.0,438.0,9.0,750.0,485.25
472.0,741.0,78.0,261.0,388.0
602.0,578.0,14.0,936.0,532.5
841.0,354.0,664.0,497.0,589.0
520.0,952.0,31.0,765.0,567.0
70.0,911.0,254.0,449.0,421.0
489.0,919.0,568.0,495.0,617.75
203.0,30.0,418.0,939.0,397.5
194.0,324.0,471.0,889.0,469.5
398.0,577.0,195.0,851.0,505.25
186.0,202.0,632.0,210.0,307.5
310.0,122.0,351.0,262.0,261.25
129.0,964.0,204.0,244.0,385.25
587.0,375.0,896.0,340.0,549.5
424.0,15.0,403.0,998.0,460.0
378.0,503.0,72.0,896.0,462.25
855.0,97.0,870.0,924.0,686.5
298.0,215.0,55.0,939.0,376.75
936.0,104.0,239.0,783.0,515.5
370.0,409.0,588.0,674.0,510.25
317.0,549.0,145.0,784.0,448.75
912.0,324.0,359.0,445.0,510.0
307.0,186.0,344.0,946.0,445.75
670.0,268.0,742.0,305.0,496.25
783.0,268.0,134.0,630.0,453.75
427.0,960.0,970.0,531.0,722.0
676.0,851.0,956.0,276.0,689.75
182.0,932.0,947.0,24.0,521.25
370.0,619.0,696.0,711.0,599.0
386.0,69.0,875.0,935.0,566.25
810.0,418.0,694.0,345.0,566.75
837.0,149.0,829.0,320.0,533.75
552.0,932.0,230.0,261.0,493.75
908.0,260.0,43.0,807.0,504.5
56.0,412.0,924.0,612.0,501.0
560.0,935.0,317.0,607.0,604.75
940.0,639.0,163.0,951.0,673.25
871.0,764.0,23.0,415.0,518.25
350.0,544.0,597.0,172.0,415.75
354.0,733.0,274.0,184.0,386.25
662.0,710.0,896.0,320.0,647.0
536.0,94.0,981.0,5.0,404.0
13.0,970.0,298.0,24.0,326.25
